v1	I(V2)	I(V3)	I(V4)	I(V5)
Step Information: Run=1  (Run: 1/500)
Step Information: Run=377  (Run: 377/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331306e-005	1.665240e-005	8.305072e-006	4.157387e-006
6.660000000000000e-001	6.662612e-005	3.330481e-005	1.661014e-005	8.314774e-006
9.990000000000001e-001	9.993919e-005	4.995721e-005	2.491522e-005	1.247216e-005
1.000000000000000e+000	1.000392e-004	5.000722e-005	2.494016e-005	1.248465e-005
Step Information: Run=378  (Run: 378/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.345415e-005	1.667010e-005	8.329525e-006	4.157173e-006
6.660000000000000e-001	6.690829e-005	3.334021e-005	1.665905e-005	8.314346e-006
9.990000000000001e-001	1.003624e-004	5.001031e-005	2.498858e-005	1.247152e-005
1.000000000000000e+000	1.004629e-004	5.006037e-005	2.501359e-005	1.248400e-005
Step Information: Run=379  (Run: 379/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.330746e-005	1.667317e-005	8.306338e-006	4.161899e-006
6.660000000000000e-001	6.661493e-005	3.334633e-005	1.661268e-005	8.323798e-006
9.990000000000001e-001	9.992239e-005	5.001949e-005	2.491901e-005	1.248570e-005
1.000000000000000e+000	1.000224e-004	5.006956e-005	2.494396e-005	1.249820e-005
Step Information: Run=380  (Run: 380/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329243e-005	1.670113e-005	8.313566e-006	4.149754e-006
6.660000000000000e-001	6.658486e-005	3.340226e-005	1.662713e-005	8.299507e-006
9.990000000000001e-001	9.987728e-005	5.010339e-005	2.494070e-005	1.244926e-005
1.000000000000000e+000	9.997726e-005	5.015354e-005	2.496566e-005	1.246172e-005
Step Information: Run=381  (Run: 381/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.341308e-005	1.661680e-005	8.305972e-006	4.148870e-006
6.660000000000000e-001	6.682616e-005	3.323360e-005	1.661194e-005	8.297739e-006
9.990000000000001e-001	1.002392e-004	4.985040e-005	2.491792e-005	1.244661e-005
1.000000000000000e+000	1.003396e-004	4.990030e-005	2.494286e-005	1.245907e-005
Step Information: Run=382  (Run: 382/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322243e-005	1.664933e-005	8.320985e-006	4.157836e-006
6.660000000000000e-001	6.644485e-005	3.329866e-005	1.664197e-005	8.315673e-006
9.990000000000001e-001	9.966728e-005	4.994799e-005	2.496296e-005	1.247351e-005
1.000000000000000e+000	9.976704e-005	4.999798e-005	2.498794e-005	1.248600e-005
Step Information: Run=383  (Run: 383/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327406e-005	1.667255e-005	8.318607e-006	4.142430e-006
6.660000000000000e-001	6.654812e-005	3.334511e-005	1.663721e-005	8.284859e-006
9.990000000000001e-001	9.982218e-005	5.001766e-005	2.495582e-005	1.242729e-005
1.000000000000000e+000	9.992210e-005	5.006773e-005	2.498080e-005	1.243973e-005
Step Information: Run=384  (Run: 384/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327438e-005	1.661131e-005	8.306768e-006	4.155433e-006
6.660000000000000e-001	6.654875e-005	3.322261e-005	1.661354e-005	8.310866e-006
9.990000000000001e-001	9.982313e-005	4.983392e-005	2.492030e-005	1.246630e-005
1.000000000000000e+000	9.992306e-005	4.988380e-005	2.494525e-005	1.247878e-005
Step Information: Run=385  (Run: 385/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327496e-005	1.665575e-005	8.325030e-006	4.163202e-006
6.660000000000000e-001	6.654992e-005	3.331149e-005	1.665006e-005	8.326404e-006
9.990000000000001e-001	9.982487e-005	4.996724e-005	2.497509e-005	1.248961e-005
1.000000000000000e+000	9.992479e-005	5.001725e-005	2.500009e-005	1.250211e-005
Step Information: Run=386  (Run: 386/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.323330e-005	1.664082e-005	8.313985e-006	4.152456e-006
6.660000000000000e-001	6.646661e-005	3.328164e-005	1.662797e-005	8.304912e-006
9.990000000000001e-001	9.969992e-005	4.992246e-005	2.494195e-005	1.245737e-005
1.000000000000000e+000	9.979971e-005	4.997243e-005	2.496692e-005	1.246984e-005
Step Information: Run=387  (Run: 387/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.324340e-005	1.667223e-005	8.298903e-006	4.148333e-006
6.660000000000000e-001	6.648680e-005	3.334446e-005	1.659781e-005	8.296665e-006
9.990000000000001e-001	9.973020e-005	5.001669e-005	2.489671e-005	1.244500e-005
1.000000000000000e+000	9.983002e-005	5.006676e-005	2.492163e-005	1.245746e-005
Step Information: Run=388  (Run: 388/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327469e-005	1.665101e-005	8.304646e-006	4.143333e-006
6.660000000000000e-001	6.654938e-005	3.330201e-005	1.660929e-005	8.286665e-006
9.990000000000001e-001	9.982406e-005	4.995302e-005	2.491394e-005	1.243000e-005
1.000000000000000e+000	9.992399e-005	5.000303e-005	2.493888e-005	1.244244e-005
Step Information: Run=389  (Run: 389/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326092e-005	1.664837e-005	8.307240e-006	4.172347e-006
6.660000000000000e-001	6.652183e-005	3.329675e-005	1.661448e-005	8.344693e-006
9.990000000000001e-001	9.978274e-005	4.994512e-005	2.492172e-005	1.251704e-005
1.000000000000000e+000	9.988263e-005	4.999512e-005	2.494667e-005	1.252957e-005
Step Information: Run=390  (Run: 390/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329356e-005	1.664779e-005	8.307154e-006	4.160192e-006
6.660000000000000e-001	6.658713e-005	3.329558e-005	1.661431e-005	8.320384e-006
9.990000000000001e-001	9.988069e-005	4.994337e-005	2.492146e-005	1.248058e-005
1.000000000000000e+000	9.998067e-005	4.999337e-005	2.494641e-005	1.249307e-005
Step Information: Run=391  (Run: 391/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.324708e-005	1.663447e-005	8.334039e-006	4.161611e-006
6.660000000000000e-001	6.649417e-005	3.326894e-005	1.666808e-005	8.323222e-006
9.990000000000001e-001	9.974125e-005	4.990341e-005	2.500212e-005	1.248483e-005
1.000000000000000e+000	9.984109e-005	4.995337e-005	2.502714e-005	1.249733e-005
Step Information: Run=392  (Run: 392/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.343107e-005	1.670588e-005	8.321852e-006	4.155852e-006
6.660000000000000e-001	6.686214e-005	3.341175e-005	1.664370e-005	8.311705e-006
9.990000000000001e-001	1.002932e-004	5.011763e-005	2.496555e-005	1.246756e-005
1.000000000000000e+000	1.003936e-004	5.016780e-005	2.499055e-005	1.248004e-005
Step Information: Run=393  (Run: 393/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.323568e-005	1.664412e-005	8.334186e-006	4.166668e-006
6.660000000000000e-001	6.647137e-005	3.328823e-005	1.666837e-005	8.333336e-006
9.990000000000001e-001	9.970705e-005	4.993234e-005	2.500256e-005	1.250000e-005
1.000000000000000e+000	9.980685e-005	4.998233e-005	2.502759e-005	1.251252e-005
Step Information: Run=394  (Run: 394/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333227e-005	1.663439e-005	8.309456e-006	4.164448e-006
6.660000000000000e-001	6.666454e-005	3.326879e-005	1.661891e-005	8.328896e-006
9.990000000000001e-001	9.999682e-005	4.990318e-005	2.492837e-005	1.249334e-005
1.000000000000000e+000	1.000969e-004	4.995313e-005	2.495332e-005	1.250585e-005
Step Information: Run=395  (Run: 395/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.341223e-005	1.671148e-005	8.318159e-006	4.157800e-006
6.660000000000000e-001	6.682445e-005	3.342295e-005	1.663632e-005	8.315599e-006
9.990000000000001e-001	1.002367e-004	5.013443e-005	2.495448e-005	1.247340e-005
1.000000000000000e+000	1.003370e-004	5.018461e-005	2.497946e-005	1.248588e-005
Step Information: Run=396  (Run: 396/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331331e-005	1.668625e-005	8.321887e-006	4.165152e-006
6.660000000000000e-001	6.662661e-005	3.337249e-005	1.664377e-005	8.330305e-006
9.990000000000001e-001	9.993992e-005	5.005874e-005	2.496566e-005	1.249546e-005
1.000000000000000e+000	1.000400e-004	5.010885e-005	2.499065e-005	1.250797e-005
Step Information: Run=397  (Run: 397/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.335749e-005	1.662441e-005	8.335619e-006	4.164737e-006
6.660000000000000e-001	6.671499e-005	3.324882e-005	1.667124e-005	8.329474e-006
9.990000000000001e-001	1.000725e-004	4.987323e-005	2.500686e-005	1.249421e-005
1.000000000000000e+000	1.001727e-004	4.992315e-005	2.503189e-005	1.250672e-005
Step Information: Run=398  (Run: 398/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.336452e-005	1.671017e-005	8.307098e-006	4.158244e-006
6.660000000000000e-001	6.672904e-005	3.342034e-005	1.661420e-005	8.316488e-006
9.990000000000001e-001	1.000936e-004	5.013051e-005	2.492129e-005	1.247473e-005
1.000000000000000e+000	1.001938e-004	5.018069e-005	2.494624e-005	1.248722e-005
Step Information: Run=399  (Run: 399/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322940e-005	1.663885e-005	8.347595e-006	4.173140e-006
6.660000000000000e-001	6.645880e-005	3.327769e-005	1.669519e-005	8.346280e-006
9.990000000000001e-001	9.968819e-005	4.991654e-005	2.504279e-005	1.251942e-005
1.000000000000000e+000	9.978798e-005	4.996651e-005	2.506785e-005	1.253195e-005
Step Information: Run=400  (Run: 400/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326654e-005	1.667836e-005	8.310225e-006	4.154396e-006
6.660000000000000e-001	6.653307e-005	3.335672e-005	1.662045e-005	8.308792e-006
9.990000000000001e-001	9.979962e-005	5.003508e-005	2.493067e-005	1.246319e-005
1.000000000000000e+000	9.989952e-005	5.008516e-005	2.495563e-005	1.247566e-005
Step Information: Run=401  (Run: 401/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333278e-005	1.663764e-005	8.338281e-006	4.163994e-006
6.660000000000000e-001	6.666556e-005	3.327529e-005	1.667656e-005	8.327988e-006
9.990000000000001e-001	9.999834e-005	4.991293e-005	2.501484e-005	1.249198e-005
1.000000000000000e+000	1.000984e-004	4.996289e-005	2.503988e-005	1.250449e-005
Step Information: Run=402  (Run: 402/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333573e-005	1.664520e-005	8.318441e-006	4.157140e-006
6.660000000000000e-001	6.667146e-005	3.329041e-005	1.663688e-005	8.314280e-006
9.990000000000001e-001	1.000072e-004	4.993561e-005	2.495532e-005	1.247142e-005
1.000000000000000e+000	1.001073e-004	4.998560e-005	2.498030e-005	1.248390e-005
Step Information: Run=403  (Run: 403/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.321081e-005	1.668768e-005	8.322771e-006	4.164418e-006
6.660000000000000e-001	6.642163e-005	3.337535e-005	1.664554e-005	8.328835e-006
9.990000000000001e-001	9.963244e-005	5.006303e-005	2.496831e-005	1.249325e-005
1.000000000000000e+000	9.973217e-005	5.011314e-005	2.499331e-005	1.250576e-005
Step Information: Run=404  (Run: 404/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.340045e-005	1.664253e-005	8.339006e-006	4.160748e-006
6.660000000000000e-001	6.680089e-005	3.328507e-005	1.667801e-005	8.321495e-006
9.990000000000001e-001	1.002013e-004	4.992760e-005	2.501702e-005	1.248224e-005
1.000000000000000e+000	1.003016e-004	4.997758e-005	2.504206e-005	1.249474e-005
Step Information: Run=405  (Run: 405/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.322957e-005	1.665171e-005	8.346296e-006	4.161578e-006
6.660000000000000e-001	6.645914e-005	3.330342e-005	1.669259e-005	8.323155e-006
9.990000000000001e-001	9.968871e-005	4.995513e-005	2.503889e-005	1.248473e-005
1.000000000000000e+000	9.978850e-005	5.000513e-005	2.506395e-005	1.249723e-005
Step Information: Run=406  (Run: 406/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326642e-005	1.668345e-005	8.317301e-006	4.170266e-006
6.660000000000000e-001	6.653283e-005	3.336689e-005	1.663460e-005	8.340531e-006
9.990000000000001e-001	9.979925e-005	5.005034e-005	2.495190e-005	1.251080e-005
1.000000000000000e+000	9.989915e-005	5.010044e-005	2.497688e-005	1.252332e-005
Step Information: Run=407  (Run: 407/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325178e-005	1.667474e-005	8.327612e-006	4.153560e-006
6.660000000000000e-001	6.650356e-005	3.334949e-005	1.665522e-005	8.307120e-006
9.990000000000001e-001	9.975534e-005	5.002423e-005	2.498284e-005	1.246068e-005
1.000000000000000e+000	9.985520e-005	5.007430e-005	2.500784e-005	1.247315e-005
Step Information: Run=408  (Run: 408/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.323238e-005	1.663774e-005	8.304091e-006	4.170025e-006
6.660000000000000e-001	6.646476e-005	3.327548e-005	1.660818e-005	8.340050e-006
9.990000000000001e-001	9.969714e-005	4.991321e-005	2.491227e-005	1.251008e-005
1.000000000000000e+000	9.979693e-005	4.996318e-005	2.493721e-005	1.252260e-005
Step Information: Run=409  (Run: 409/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327100e-005	1.665396e-005	8.312199e-006	4.156357e-006
6.660000000000000e-001	6.654201e-005	3.330793e-005	1.662440e-005	8.312714e-006
9.990000000000001e-001	9.981301e-005	4.996189e-005	2.493660e-005	1.246907e-005
1.000000000000000e+000	9.991293e-005	5.001190e-005	2.496156e-005	1.248155e-005
Step Information: Run=410  (Run: 410/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.336251e-005	1.665845e-005	8.336173e-006	4.177235e-006
6.660000000000000e-001	6.672501e-005	3.331690e-005	1.667235e-005	8.354470e-006
9.990000000000001e-001	1.000875e-004	4.997536e-005	2.500852e-005	1.253171e-005
1.000000000000000e+000	1.001877e-004	5.002538e-005	2.503355e-005	1.254425e-005
Step Information: Run=411  (Run: 411/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.319721e-005	1.667061e-005	8.298007e-006	4.158769e-006
6.660000000000000e-001	6.639442e-005	3.334121e-005	1.659601e-005	8.317538e-006
9.990000000000001e-001	9.959163e-005	5.001182e-005	2.489402e-005	1.247631e-005
1.000000000000000e+000	9.969132e-005	5.006188e-005	2.491894e-005	1.248880e-005
Step Information: Run=412  (Run: 412/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.337974e-005	1.665865e-005	8.328127e-006	4.153163e-006
6.660000000000000e-001	6.675947e-005	3.331729e-005	1.665625e-005	8.306326e-006
9.990000000000001e-001	1.001392e-004	4.997593e-005	2.498438e-005	1.245949e-005
1.000000000000000e+000	1.002394e-004	5.002596e-005	2.500939e-005	1.247196e-005
Step Information: Run=413  (Run: 413/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326446e-005	1.667099e-005	8.320585e-006	4.166498e-006
6.660000000000000e-001	6.652891e-005	3.334198e-005	1.664117e-005	8.332995e-006
9.990000000000001e-001	9.979337e-005	5.001297e-005	2.496176e-005	1.249949e-005
1.000000000000000e+000	9.989326e-005	5.006303e-005	2.498674e-005	1.251201e-005
Step Information: Run=414  (Run: 414/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.329110e-005	1.667508e-005	8.294127e-006	4.152329e-006
6.660000000000000e-001	6.658220e-005	3.335016e-005	1.658825e-005	8.304659e-006
9.990000000000001e-001	9.987331e-005	5.002524e-005	2.488238e-005	1.245699e-005
1.000000000000000e+000	9.997328e-005	5.007532e-005	2.490729e-005	1.246946e-005
Step Information: Run=415  (Run: 415/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.325994e-005	1.665567e-005	8.316899e-006	4.169261e-006
6.660000000000000e-001	6.651989e-005	3.331134e-005	1.663380e-005	8.338522e-006
9.990000000000001e-001	9.977983e-005	4.996702e-005	2.495070e-005	1.250778e-005
1.000000000000000e+000	9.987972e-005	5.001703e-005	2.497567e-005	1.252030e-005
Step Information: Run=416  (Run: 416/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.318503e-005	1.667211e-005	8.309126e-006	4.168458e-006
6.660000000000000e-001	6.637006e-005	3.334423e-005	1.661825e-005	8.336915e-006
9.990000000000001e-001	9.955509e-005	5.001634e-005	2.492738e-005	1.250537e-005
1.000000000000000e+000	9.965474e-005	5.006640e-005	2.495233e-005	1.251789e-005
Step Information: Run=417  (Run: 417/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334865e-005	1.669699e-005	8.321257e-006	4.162449e-006
6.660000000000000e-001	6.669731e-005	3.339398e-005	1.664251e-005	8.324898e-006
9.990000000000001e-001	1.000460e-004	5.009096e-005	2.496377e-005	1.248735e-005
1.000000000000000e+000	1.001461e-004	5.014110e-005	2.498876e-005	1.249985e-005
Step Information: Run=418  (Run: 418/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331778e-005	1.667104e-005	8.339425e-006	4.158406e-006
6.660000000000000e-001	6.663556e-005	3.334207e-005	1.667885e-005	8.316812e-006
9.990000000000001e-001	9.995334e-005	5.001311e-005	2.501827e-005	1.247522e-005
1.000000000000000e+000	1.000534e-004	5.006317e-005	2.504332e-005	1.248771e-005
Step Information: Run=419  (Run: 419/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326251e-005	1.660742e-005	8.335619e-006	4.177709e-006
6.660000000000000e-001	6.652501e-005	3.321484e-005	1.667124e-005	8.355418e-006
9.990000000000001e-001	9.978752e-005	4.982225e-005	2.500686e-005	1.253313e-005
1.000000000000000e+000	9.988741e-005	4.987213e-005	2.503189e-005	1.254567e-005
Step Information: Run=420  (Run: 420/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.328382e-005	1.660636e-005	8.312189e-006	4.158780e-006
6.660000000000000e-001	6.656763e-005	3.321272e-005	1.662438e-005	8.317560e-006
9.990000000000001e-001	9.985145e-005	4.981908e-005	2.493657e-005	1.247634e-005
1.000000000000000e+000	9.995140e-005	4.986894e-005	2.496153e-005	1.248883e-005
Step Information: Run=421  (Run: 421/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.334198e-005	1.669879e-005	8.323155e-006	4.164732e-006
6.660000000000000e-001	6.668396e-005	3.339758e-005	1.664631e-005	8.329464e-006
9.990000000000001e-001	1.000259e-004	5.009637e-005	2.496947e-005	1.249420e-005
1.000000000000000e+000	1.001261e-004	5.014651e-005	2.499446e-005	1.250670e-005
Step Information: Run=422  (Run: 422/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326856e-005	1.661483e-005	8.315861e-006	4.164390e-006
6.660000000000000e-001	6.653712e-005	3.322967e-005	1.663172e-005	8.328780e-006
9.990000000000001e-001	9.980567e-005	4.984450e-005	2.494758e-005	1.249317e-005
1.000000000000000e+000	9.990558e-005	4.989440e-005	2.497255e-005	1.250568e-005
Step Information: Run=423  (Run: 423/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332812e-005	1.668268e-005	8.320026e-006	4.159705e-006
6.660000000000000e-001	6.665625e-005	3.336537e-005	1.664005e-005	8.319410e-006
9.990000000000001e-001	9.998438e-005	5.004805e-005	2.496008e-005	1.247911e-005
1.000000000000000e+000	1.000845e-004	5.009815e-005	2.498506e-005	1.249161e-005
Step Information: Run=424  (Run: 424/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.341641e-005	1.665268e-005	8.331705e-006	4.167765e-006
6.660000000000000e-001	6.683283e-005	3.330536e-005	1.666341e-005	8.335531e-006
9.990000000000001e-001	1.002492e-004	4.995803e-005	2.499511e-005	1.250330e-005
1.000000000000000e+000	1.003496e-004	5.000805e-005	2.502013e-005	1.251581e-005
Step Information: Run=425  (Run: 425/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327028e-005	1.667317e-005	8.324923e-006	4.152703e-006
6.660000000000000e-001	6.654057e-005	3.334634e-005	1.664985e-005	8.305406e-006
9.990000000000001e-001	9.981086e-005	5.001950e-005	2.497477e-005	1.245811e-005
1.000000000000000e+000	9.991077e-005	5.006957e-005	2.499977e-005	1.247058e-005
Step Information: Run=426  (Run: 426/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331417e-005	1.660637e-005	8.297523e-006	4.150147e-006
6.660000000000000e-001	6.662834e-005	3.321273e-005	1.659505e-005	8.300294e-006
9.990000000000001e-001	9.994252e-005	4.981910e-005	2.489257e-005	1.245044e-005
1.000000000000000e+000	1.000426e-004	4.986897e-005	2.491749e-005	1.246290e-005
Step Information: Run=427  (Run: 427/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.320292e-005	1.660424e-005	8.325671e-006	4.171054e-006
6.660000000000000e-001	6.640585e-005	3.320848e-005	1.665134e-005	8.342107e-006
9.990000000000001e-001	9.960878e-005	4.981272e-005	2.497701e-005	1.251316e-005
1.000000000000000e+000	9.970849e-005	4.986259e-005	2.500202e-005	1.252569e-005
Step Information: Run=428  (Run: 428/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.332101e-005	1.664347e-005	8.337691e-006	4.161771e-006
6.660000000000000e-001	6.664202e-005	3.328694e-005	1.667538e-005	8.323542e-006
9.990000000000001e-001	9.996302e-005	4.993041e-005	2.501307e-005	1.248531e-005
1.000000000000000e+000	1.000631e-004	4.998039e-005	2.503811e-005	1.249781e-005
Step Information: Run=429  (Run: 429/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.326231e-005	1.666168e-005	8.350231e-006	4.154857e-006
6.660000000000000e-001	6.652462e-005	3.332336e-005	1.670046e-005	8.309715e-006
9.990000000000001e-001	9.978693e-005	4.998504e-005	2.505069e-005	1.246457e-005
1.000000000000000e+000	9.988681e-005	5.003508e-005	2.507577e-005	1.247705e-005
Step Information: Run=430  (Run: 430/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.324332e-005	1.660820e-005	8.325463e-006	4.162551e-006
6.660000000000000e-001	6.648665e-005	3.321641e-005	1.665093e-005	8.325102e-006
9.990000000000001e-001	9.972996e-005	4.982461e-005	2.497639e-005	1.248765e-005
1.000000000000000e+000	9.982979e-005	4.987448e-005	2.500139e-005	1.250015e-005
Step Information: Run=431  (Run: 431/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.335107e-005	1.665999e-005	8.313109e-006	4.171805e-006
6.660000000000000e-001	6.670214e-005	3.331999e-005	1.662622e-005	8.343611e-006
9.990000000000001e-001	1.000532e-004	4.997998e-005	2.493933e-005	1.251542e-005
1.000000000000000e+000	1.001534e-004	5.003001e-005	2.496429e-005	1.252794e-005
Step Information: Run=432  (Run: 432/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.333736e-005	1.662831e-005	8.350466e-006	4.166121e-006
6.660000000000000e-001	6.667472e-005	3.325661e-005	1.670093e-005	8.332242e-006
9.990000000000001e-001	1.000121e-004	4.988492e-005	2.505140e-005	1.249836e-005
1.000000000000000e+000	1.001122e-004	4.993486e-005	2.507648e-005	1.251087e-005
Step Information: Run=433  (Run: 433/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.342281e-005	1.666431e-005	8.324526e-006	4.170878e-006
6.660000000000000e-001	6.684562e-005	3.332862e-005	1.664905e-005	8.341755e-006
9.990000000000001e-001	1.002684e-004	4.999293e-005	2.497358e-005	1.251263e-005
1.000000000000000e+000	1.003688e-004	5.004297e-005	2.499858e-005	1.252516e-005
Step Information: Run=434  (Run: 434/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.327351e-005	1.665964e-005	8.317470e-006	4.171179e-006
6.660000000000000e-001	6.654703e-005	3.331928e-005	1.663494e-005	8.342357e-006
9.990000000000001e-001	9.982054e-005	4.997893e-005	2.495241e-005	1.251354e-005
1.000000000000000e+000	9.992046e-005	5.002896e-005	2.497739e-005	1.252606e-005
Step Information: Run=435  (Run: 435/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
3.330000000000000e-001	3.331763e-005	1.664824e-005	8.327052e-006	4.161177e-006
6.660000000000000e-001	6.663526e-005	3.329647e-005	1.665410e-005	8.322355e-006
9.990000000000001e-001	9.995289e-005	4.994471e-005	2.498115e-005	1.248353e-005
1.000000000000000e+000	1.000529e-004	4.999470e-005	2.500616e-005	1.249603e-005
Step Information: Run=436  (Run: 436/500)
0.000000000000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000
